t,px,py,pz,px_d,py_d,pz_d,vx,vy,vz,vx_d,vy_d,vz_d,psi,theta,phi,omega_1,omega_2,omega_3,omega_4,omega_5,omega_6,omega_cmd_1,omega_cmd_2,omega_cmd_3,omega_cmd_4,omega_cmd_5,omega_cmd_6,fc_x,fc_y,fc_z,Tc,int_x,int_y,int_z,fault
0.20000000000000004,-10.0,-10.0,1.8970614033338666,-10.0,-10.0,2.0,-2.512848072422176e-17,1.8916423479453775e-17,-0.5760878102219921,0.0,0.0,0.0,1.8838316750312154e-18,-4.28683644285753e-17,-1.464630569107027e-17,769.5625617672862,769.5625617672862,769.5625617672862,769.5625617672861,769.562561767286,769.562561767286,782.3267993745671,782.3267993745671,782.3267993745671,782.3267993745671,782.326799374567,782.326799374567,5.344664569719804e-17,-4.4582927845282666e-17,13.403794733186098,13.403794733186098,0.0,0.0,-0.008523904883265885,0
0.21000000000000005,-10.0,-10.0,1.8913520475718804,-10.0,-10.0,2.0,-2.998002746075165e-17,2.0390313950185447e-17,-0.5656791120994945,0.0,0.0,0.0,2.1181076508750643e-18,-4.6863213915874466e-17,-1.2340327650720877e-17,771.7835530192656,771.7835530192656,771.7835530192656,771.7835530192655,771.7835530192655,771.7835530192655,781.8151799282614,781.8151799282614,781.8151799282614,781.8151799282613,781.8151799282613,781.8151799282613,6.470971104243346e-17,-4.8712706141913705e-17,13.386269065667168,13.386269065667168,0.0,0.0,-0.009553290849927218,0
0.22000000000000006,-10.0,-10.0,1.8857496468369932,-10.0,-10.0,2.0,-3.530248515839795e-17,2.157635914667929e-17,-0.5547204159919928,0.0,0.0,0.0,2.3189175478614264e-18,-5.1190862562424663e-17,-1.0225026255498968e-17,773.4989331965241,773.4989331965241,773.4989331965241,773.498933196524,773.498933196524,773.498933196524,781.2468493263189,781.2468493263189,781.2468493263189,781.2468493263187,781.2468493263187,781.2468493263187,7.7203191681997e-17,-5.250820128210772e-17,13.366814183375816,13.366814183375816,0.0,0.0,-0.010639770374208414,0
0.23000000000000007,-10.0,-10.0,1.8802590351132247,-10.0,-10.0,2.0,-4.112381408565899e-17,2.259960593403799e-17,-0.5433411289629877,0.0,0.0,0.0,2.5532962826498578e-18,-5.586061647602489e-17,-8.843790411473812e-18,774.7921101667756,774.7921101667756,774.7921101667756,774.7921101667755,774.7921101667755,774.7921101667755,780.6330466771316,780.6330466771316,780.6330466771316,780.6330466771315,780.6330466771315,780.6330466771315,9.090934063028103e-17,-5.556245047411731e-17,13.345818609663864,13.345818609663864,0.0,0.0,-0.011782273905838482,0
0.24000000000000007,-10.0,-10.0,1.874883859680637,-10.0,-10.0,2.0,-4.750345905051142e-17,2.3501912613419944e-17,-0.531649756753772,0.0,0.0,0.0,2.81317974992276e-18,-6.075053288171187e-17,-8.00389677573497e-18,775.733088208378,775.733088208378,775.733088208378,775.7330882083779,775.7330882083779,775.7330882083779,779.9832358100402,779.9832358100402,779.9832358100402,779.9832358100401,779.9832358100401,779.9832358100401,1.0590015988832385e-16,-5.819746866967638e-17,13.323609330823523,13.323609330823523,0.0,0.0,-0.012979683554706235,0
0.25000000000000006,-10.0,-10.0,1.8696267738643577,-10.0,-10.0,2.0,-5.443929115219588e-17,2.4301054500386103e-17,-0.5197370763992706,0.0,0.0,0.0,3.14211227300708e-18,-6.586944368370574e-17,-7.066469108798901e-18,776.3806243124477,776.3806243124477,776.3806243124477,776.3806243124476,776.3806243124476,776.3806243124476,779.3053727104174,779.3053727104174,779.3053727104174,779.3053727104174,779.3053727104173,779.3053727104173,1.2232872899918885e-16,-6.052104744609571e-17,13.300460990838902,13.300460990838902,0.0,0.0,-0.014230844957899865,0
0.26000000000000006,-10.0,-10.0,1.8644896003593339,-10.0,-10.0,2.0,-6.19241921829096e-17,2.504581602120334e-17,-0.5076788578832854,0.0,0.0,0.0,3.406163447835615e-18,-7.0850891948458e-17,-6.5549416064341705e-18,776.7840352353842,776.7840352353842,776.7840352353842,776.7840352353841,776.7840352353841,776.7840352353841,778.6061351046679,778.6061351046679,778.6061351046679,778.6061351046678,778.6061351046677,778.6061351046677,1.4018956571528264e-16,-6.257896098074243e-17,13.276603821378034,13.276603821378034,0.0,0.0,-0.015534577219256288,0
0.2700000000000001,-10.0,-10.0,1.8594734693631316,-10.0,-10.0,2.0,-6.997277836781604e-17,2.574719209737234e-17,-0.4955381898078958,0.0,0.0,0.0,3.740841155581019e-18,-7.619201591102857e-17,-6.4189482006739964e-18,776.9847125827398,776.9847125827398,776.9847125827398,776.9847125827397,776.9847125827396,776.9847125827396,777.8911187993172,777.8911187993172,777.8911187993172,777.891118799317,777.8911187993169,777.8911187993169,1.5946433955434838e-16,-6.449683669063971e-17,13.252230447106424,13.252230447106424,0.0,0.0,-0.01688968121566295,0
0.2800000000000001,-10.0,-10.0,1.854578935216458,-10.0,-10.0,2.0,-7.862723531982261e-17,2.6384284141781173e-17,-0.48336746040275236,0.0,0.0,0.0,4.015756960664084e-18,-8.149290969561971e-17,-5.267737155465637e-18,777.0173936016234,777.0173936016234,777.0173936016234,777.0173936016233,777.0173936016232,777.0173936016232,777.1650050738228,777.165005073823,777.165005073823,777.165005073823,777.1650050738227,777.1650050738227,1.8019068954905336e-16,-6.630298819335366e-17,13.22750170262702,13.22750170262702,0.0,0.0,-0.018294946522031633,0
0.2900000000000001,-10.0,-10.0,1.8498060747603202,-10.0,-10.0,2.0,-8.783335845117892e-17,2.6842227061648994e-17,-0.4712100405986865,0.0,0.0,0.0,4.309361389776481e-18,-8.634748400134003e-17,-3.04634691226762e-18,776.9112274259396,776.9112274259396,776.9112274259396,776.9112274259395,776.9112274259394,776.9112274259394,776.4317030406609,776.4317030406609,776.4317030406609,776.4317030406609,776.4317030406608,776.4317030406608,2.0247725015491223e-16,-6.794359840586803e-17,13.202551588616164,13.202551588616164,0.0,0.0,-0.019749157169867054,0
